Name;Type;Units  or  mass;Status;Launched;NORAD  ID;Deployer;Launcher;Organisation;Institution;Entity;Nation;Manufacturer;Operator;Launch  brokerer;Costs;Oneliner;Failure  cause;Keywords;Images
                                        ;?;?;['https://dl.airtable.com/.attachments/1360e353ecb4385788717f3e2086a996/9893d9f9/Oracle-1_Asteria.jpg']
ORCA2Sat  (ORCASat,  ORCA2Sa,  Optical  and  radio  calibration  of  atmospheric  attenuation  CubeSat,  Optical  and  Radio  Calibration  Satellite);CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;University  of  Victoria;University;Academic  /  Education;Canada;?;?;?;?;Calibrate  optical  and  radio  observatories  in  to  reduce  uncertainties  in  measurements  of  the  Universe  expansion  rate.;?;?;['https://dl.airtable.com/.attachments/83a622a387e9b05cd57917a0b3e6adcb/f79a1532/ORCASat_2.png',  'https://dl.airtable.com/.attachments/0b2a841c62043f80b65a60e48b2afa33/da7b2253/ORCASat.png']
OUFTI-Next;CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;University  of  Liège;University;Academic  /  Education;Belgium;?;?;?;?;Image  in  the  mid-wave  infrared  (MWIR)  with  a  resolution  of  50  m  for  precision  agriculture.;?;?;['https://dl.airtable.com/.attachments/3e696ed6a2a1176135002f1f78ac46e4/ac5c39dd/OUFTI-NEXT.jpg']
OwlSat;CubeSat;1U;not  launched,  expected  in  2022;?;?;?;?;Rice  University;University;Academic  /  Education;US;?;?;NASA  CSLI  /  ELaNa;?;Analyze  the  relationship  between  solar  activity  and  the  Earth's  lower  atmosphere  by  measuring  ultraviolet  radiation  of  the  Sun.;?;?;['https://dl.airtable.com/.attachments/e674c95c25f5e65b8487f31eafb4234b/6d974e63/OwlSat.bmp']
PTD-5  (PTHFDR,  Pathfinder  Technology  Demonstrator);CubeSat;6U;not  launched,  expected  in  2022;?;?;?;?;NASA  Ames  Research  Center;Space  agency;Government  (Civil  /  Military);US;AIVT  by  Tyvak;?;?;?;Government-furnished  technology  payloads  for  a  series  of  flight  demonstrations.  ;?;?;[]
PW-Sat3;CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;Warsaw  University  of  Technology;University;Academic  /  Education;Poland;?;?;?;?;Demonstrating  orbit  control  with  propulsion  system  and  educational  mission.;?;Propulsion;['https://dl.airtable.com/.attachments/44a002e01dce05eca4c654b6c00d3a1f/a8bd1f71/PW-Sat3_2.jpg',  'https://dl.airtable.com/.attachments/4d69a809fa4b0950e32fce3a3bafb9cc/5362490c/PW-Sat3.png']
QMSat  (Quantum  Magneto  Satellite);CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;Université  de  Sherbrooke;University;Academic  /  Education;Canada;?;?;?;?;In-orbit  demonstration  of  a  quantum  magnetometer.;?;?;[]
RACE  (ESA);CubeSat;6U;?;?;?;?;?;ESA;Space  agency;Government  (Civil  /  Military);France;AIVT  by  GomSpace;?;?;$450,000  for  the  first  phase  A  of  two  CubeSats  for  the  larger  consortium;CubeSat  rendezvous  &  docking.  ;?;Propulsion,  Formation  flying,  Docking;['https://dl.airtable.com/.attachments/160acdf7b4e70da89d3268de5b30404b/eb53c47d/RACE_double_CubeSat_mission.png']
RACE  (ESA);CubeSat;6U;?;?;?;?;?;ESA;Space  agency;Government  (Civil  /  Military);France;AIVT  by  GomSpace;?;?;$450,000  for  the  first  phase  A  of  two  CubeSats  for  the  larger  consortium;CubeSat  rendezvous  &  docking.  ;?;Propulsion,  Formation  flying,  Docking;['https://dl.airtable.com/.attachments/160acdf7b4e70da89d3268de5b30404b/eb53c47d/RACE_double_CubeSat_mission.png']
RVSAT-1;CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;R  V  College  of  Engineering;University;Academic  /  Education;India;?;?;?;?;Educational  training  for  students  and  biological  payload.;?;?;['https://dl.airtable.com/.attachments/faa7043bd774e59cb7caa3e5b3e47ee0/c0f1c97f/RVSAT-1_2.png']
Saab  VDES  CubeSat;CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;Saab;Company;Commercial;Sweden;AIVT  by  AAC  Clyde  Space;AAC  Clyde  Space;?;$1.94  million;Carry  a  VDES  (VHF  Data  Exchange  System)  payload  from  Saab  for  two-way  communication  between  satellite  and  ground.  ;?;?;[]
SatDuino;PocketQube;PocketQube  1p;not  launched,  expected  in  2022;?;?;?;?;Innova  Space;Company;Commercial;Argentina;?;In-house?;?;?;Democratization  of  IOT  communications.  Communication  Technology,  LoRa. 
                                        ;?;?;['https://dl.airtable.com/.attachments/85a3e5cdcf4f9719d14d417208785b2f/0b6b4ec3/ST1.jpeg']
SelfieSat;CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;Orbit  NTNU;Non-profit;Academic  /  Education;Norway;?;?;?;?;Display  a  selfie  and  robotic  arm  with  a  camera  will  photograph  the  screen  with  the  Earth  in  its  background.;?;?;['https://dl.airtable.com/.attachments/d744e18dc8e3f59c5aa0a216cb7b6e5f/4966c0cd/SelfieSat.png']
SERB  (X-CubeSat  2,  SUMO,  Solar  Ultraviolet  Monitor  and  Ozone  Nanosatellite);CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;LATMOS  (Laboratoire  Atmosphères,  Milieux,  Observations  Spatiales);Institute;Government  (Civil  /  Military);France;?;?;?;?;Measure  the  Earth  radiation  budget  (ERB),  the  solar  energy  input  and  the  energy  reemitted.;?;?;['https://dl.airtable.com/.attachments/f6f1aeb38f7416ef98071d9866a4226e/9032c6c9/SERB.png',  'https://dl.airtable.com/.attachments/53e491c3d0940c2760c1cbe4a241a76f/4ff54cbf/SERB_2.png']
SERPENT;CubeSat;6U;?;?;?;?;?;The  University  of  Texas  at  Austin;University;Academic  /  Education;US;?;?;?;?;Develop  an  autonomous  pose  estimation  and  prediction  algorithm  through  the  use  of  neural  networks  and  computer  vision.;?;Formation  flying,  Propulsion;['https://dl.airtable.com/.attachments/66f3daf9e9ff2787b7ef04d30f278f7a/937fc47b/SERPENT-Target.png']
SERPENT;CubeSat;6U;?;?;?;?;?;The  University  of  Texas  at  Austin;University;Academic  /  Education;US;?;?;?;?;Develop  an  autonomous  pose  estimation  and  prediction  algorithm  through  the  use  of  neural  networks  and  computer  vision.;?;Formation  flying,  Propulsion;['https://dl.airtable.com/.attachments/66f3daf9e9ff2787b7ef04d30f278f7a/937fc47b/SERPENT-Target.png']
SkyHopper;CubeSat;12U;not  launched,  expected  in  2022;?;?;?;?;University  of  Melbourne;University;Academic  /  Education;Australia;?;?;?;?;Rapid  follow-up  of  Gamma  Ray  Bursts  using  telescope  for  1-1.7  micron  observations  with  actively  cooled  detector.;?;?;['https://dl.airtable.com/Lb1qnmHIQMJYbGkXddcX_SkyHopper.jpg']
SOURCE  (Stuttgart  Operated  University  Research  CubeSat  for  Evaluation  and  Education);CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;University  of  Stuttgart;University;Academic  /  Education;Germany;?;?;ESA  Education  Office;?;Technology  demonstrators  including  solar  panels,  a  composite  sandwich  structure  and  other  Earth  observation  sensors.;?;?;['https://dl.airtable.com/.attachments/4345fed799955181f8efed44d4b96ea8/5b47c117/SOURCE.png',  'https://dl.airtable.com/.attachments/4936fa4fe668c1a6efdca63479e5362d/dae19b93/SOURCE_3.jpg',  'https://dl.airtable.com/.attachments/0d2279219cd9e1bf88c103a30100532c/57e4d8bd/SOURCE_7.png',  'https://dl.airtable.com/.attachments/d9369a6e1edd509a8e9685f06def8c95/2ea89bac/SOURCE_5.png',  'https://dl.airtable.com/.attachments/49ed8dfc312cfcbacb498118a54529e8/f010ff19/SOURCE_6.png',  'https://dl.airtable.com/.attachments/18284ab10e3de17316a8c7fcee0fae77/3dba2cd1/SOURCE_4.jpg',  'https://dl.airtable.com/.attachments/68e9ffb4d36e9f8323fd20396448fd52/408cdedb/SOURCE_2.png']
SpaceTeamSat1;CubeSat;1U;not  launched,  expected  in  2022;?;?;?;?;Vienna  University  of  Technology;University;Academic  /  Education;Austria;?;?;?;?;Contain  various  sensors,  which  can  be  read-out  by  the  individual  code  from  the  student  teams.  ;?;?;['https://dl.airtable.com/.attachments/90dd9a37fd7780aee7508b4057785cf7/c384040b/ArduSat.png']
SpudNik-1;CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;University  of  Prince  Edward  Island;University;Academic  /  Education;Canada;?;?;?;?;Develop  and  test  an  imaging  system  for  precision  agriculture.;?;?;['https://dl.airtable.com/.attachments/2d54b41671d6cfebbfb81ede06097a19/5c98f929/spudnik-1.webp']
TOLOSAT;CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;ASTRE  (Association  Spatiale  Toulousaine  de  Recherche  Étudiante);University;Academic  /  Education;France;?;?;?;?;Gravity  field  study  &  Iridium  link. 
                                        ;?;Globalstar  or  Iridium  or  Inmarsat;['https://dl.airtable.com/.attachments/8ae0138c1ef694fc96959c241eac34cf/8d5b1e5f/TOLOSAT.jpg']
TRISAT-R  (TRISAT  2);CubeSat;3U;not  launched,  expected  in  2022;?;?;?;?;University  of  Maribor;University;Academic  /  Education;Slovenia;AIVT  by  SkyLabs;?;?;?;Investigate  and  map  ionizing  radiation  in  MEO  orbits  using  several  different  instruments.;?;GTO  or  GEO  orbit,  MEO  orbit,  Beyond  LEO  orbit;[]
TROPICS;CubeSat;3U;?;?;?;?;?;MIT  (Massachusetts  Institute  of  Technology);University;Academic  /  Education;US;AIVT  by  Blue  Canyon;?;?;?;Provide  rapid-refresh  microwave  measurements  over  the  tropics  for  weather  prediction.;?;Steerable  Solar  Arrays;['https://dl.airtable.com/Kf5er4mDT0irAbXM4LYW_TROPICS.png',  'https://dl.airtable.com/.attachments/9dcaf844e2cbb08fe62991be23896d72/802edf18/TROPICS_2.png']
TROPICS;CubeSat;3U;?;?;?;?;?;MIT  (Massachusetts  Institute  of  Technology);University;Academic  /  Education;US;AIVT  by  Blue  Canyon;?;?;?;Provide  rapid-refresh  microwave  measurements  over  the  tropics  for  weather  prediction.;?;Steerable  Solar  Arrays;['https://dl.airtable.com/Kf5er4mDT0irAbXM4LYW_TROPICS.png',  'https://dl.airtable.com/.attachments/9dcaf844e2cbb08fe62991be23896d72/802edf18/TROPICS_2.png']
TROPICS;CubeSat;3U;?;?;?;?;?;MIT  (Massachusetts  Institute  of  Technology);University;Academic  /  Education;US;AIVT  by  Blue  Canyon;?;?;?;Provide  rapid-refresh  microwave  measurements  over  the  tropics  for  weather  prediction.;?;Steerable  Solar  Arrays;['https://dl.airtable.com/Kf5er4mDT0irAbXM4LYW_TROPICS.png',  'https://dl.airtable.com/.attachments/9dcaf844e2cbb08fe62991be23896d72/802edf18/TROPICS_2.png']
TROPICS;CubeSat;3U;?;?;?;?;?;MIT  (Massachusetts  Institute  of  Technology);University;Academic  /  Education;US;AIVT  by  Blue  Canyon;?;?;?;Provide  rapid-refresh  microwave  measurements  over  the  tropics  for  weather  prediction.;?;Steerable  Solar  Arrays;['https://dl.airtable.com/Kf5er4mDT0irAbXM4LYW_TROPICS.png',  'https://dl.airtable.com/.attachments/9dcaf844e2cbb08fe62991be23896d72/802edf18/TROPICS_2.png']
TROPICS;CubeSat;3U;?;?;?;?;?;MIT  (Massachusetts  Institute  of  Technology);University;Academic  /  Education;US;AIVT  by  Blue  Canyon;?;?;?;Provide  rapid-refresh  microwave  measurements  over  the  tropics  for  weather  prediction.;?;Steerable  Solar  Arrays;['https://dl.airtable.com/Kf5er4mDT0irAbXM4LYW_TROPICS.png',  'https://dl.airtable.com/.attachments/9dcaf844e2cbb08fe62991be23896d72/802edf18/TROPICS_2.png']
TROPICS;CubeSat;3U;?;?;?;?;?;MIT  (Massachusetts  Institute  of  Technology);University;Academic  /  Education;US;AIVT  by  Blue  Canyon;?;?;?;Provide  rapid-refresh  microwave  measurements  over  the  tropics  for  weather  prediction.;?;Steerable  Solar  Arrays;['https://dl.airtable.com/Kf5er4mDT0irAbXM4LYW_TROPICS.png',  'https://dl.airtable.com/.attachments/9dcaf844e2cbb08fe62991be23896d72/802edf18/TROPICS_2.png']
VIOLET  (CubeSat  NB);CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;University  of  New  Brunswick;University;Academic  /  Education;Canada;?;?;?;?;Measure  GPS  signals  after  passing  through  atmosphere  and  several  cameras  for  atmosphere  and  Earth  imaging.;?;?;[]
YukonSat;CubeSat;2U;not  launched,  expected  in  2022;?;?;?;?;Yukon  College;University;Academic  /  Education;Canada;?;?;?;?;Coding  challenges  to  transmit  and  receive  short  voice  recordings.;?;?;[]
APEX  (Asteroid  Prospection  Explorer);CubeSat;6U;not  launched,  expected  in  2023;?;?;?;?;ESA  (European  Space  Agency);Space  agency;Government  (Civil  /  Military);France;AIVT  by  Reaktor  Space;?;?;?;Operate  as  a  mineral  prospector  in  deep  space.;?;Beyond  Earth  orbit,  Propulsion,  Asteroid  prospecting;['https://dl.airtable.com/.attachments/a58258809ad4a66467f6952f176f2e79/a9a5f7bc/APEX.jpg']
CubeSpec;CubeSat;6U;not  launched,  expected  in  2023;?;?;?;?;KU  Leuven;University;Academic  /  Education;Belgium;AIVT  by  Space  Inventor;Space  Inventor;?;?;Demonstrate  high  spectral  spectroscopy  for  astroseismology 
                                            and  exoplanet  transits.  ;?;?;[]
SunRISE;CubeSat;6U;?;?;?;?;?;NASA  JPL;Space  agency;Government  (Civil  /  Military);US;?;?;Maxar;$62.6  million  to  design,  build,  and  launch  the  SunRISE  mission.;Study  how  the  Sun  creates  and  releases  Giant  Solar  Particle  Storms  in  GEO  orbit.;?;GTO  or  GEO  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/3ec847e6023bb145f8bf5022b98f30ca/d69a51df/SunRISE.webp']
SunRISE;CubeSat;6U;?;?;?;?;?;NASA  JPL;Space  agency;Government  (Civil  /  Military);US;?;?;Maxar;$62.6  million  to  design,  build,  and  launch  the  SunRISE  mission.;Study  how  the  Sun  creates  and  releases  Giant  Solar  Particle  Storms  in  GEO  orbit.;?;GTO  or  GEO  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/3ec847e6023bb145f8bf5022b98f30ca/d69a51df/SunRISE.webp']
SunRISE;CubeSat;6U;?;?;?;?;?;NASA  JPL;Space  agency;Government  (Civil  /  Military);US;?;?;Maxar;$62.6  million  to  design,  build,  and  launch  the  SunRISE  mission.;Study  how  the  Sun  creates  and  releases  Giant  Solar  Particle  Storms  in  GEO  orbit.;?;GTO  or  GEO  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/3ec847e6023bb145f8bf5022b98f30ca/d69a51df/SunRISE.webp']
SunRISE;CubeSat;6U;?;?;?;?;?;NASA  JPL;Space  agency;Government  (Civil  /  Military);US;?;?;Maxar;$62.6  million  to  design,  build,  and  launch  the  SunRISE  mission.;Study  how  the  Sun  creates  and  releases  Giant  Solar  Particle  Storms  in  GEO  orbit.;?;GTO  or  GEO  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/3ec847e6023bb145f8bf5022b98f30ca/d69a51df/SunRISE.webp']
SunRISE;CubeSat;6U;?;?;?;?;?;NASA  JPL;Space  agency;Government  (Civil  /  Military);US;?;?;Maxar;$62.6  million  to  design,  build,  and  launch  the  SunRISE  mission.;Study  how  the  Sun  creates  and  releases  Giant  Solar  Particle  Storms  in  GEO  orbit.;?;GTO  or  GEO  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/3ec847e6023bb145f8bf5022b98f30ca/d69a51df/SunRISE.webp']
SunRISE;CubeSat;6U;?;?;?;?;?;NASA  JPL;Space  agency;Government  (Civil  /  Military);US;?;?;Maxar;$62.6  million  to  design,  build,  and  launch  the  SunRISE  mission.;Study  how  the  Sun  creates  and  releases  Giant  Solar  Particle  Storms  in  GEO  orbit.;?;GTO  or  GEO  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/3ec847e6023bb145f8bf5022b98f30ca/d69a51df/SunRISE.webp']
ALEASAT;CubeSat;1U;not  launched,  expected  in  2023;?;?;?;?;University  of  British  Columbia;University;Academic  /  Education;Canada;?;?;?;?;Picture  the  earth  and  investigate  the  physiological  effects  of  long-term  human  spaceflight. 
                                        ;?;?;['https://dl.airtable.com/.attachments/b81cac658e15bc3f2383ccceefc9e7d1/d9846d09/ALEASAT_2.jpg',  'https://dl.airtable.com/.attachments/c551a6aa71dcda4ac8653ab61d54399c/1f771506/ALEASAT.jpg']
BELIEFSAT;PocketQube;PocketQube  3p;not  launched,  expected  in  2023;?;?;?;?;K  J  Somaiya  Institute  of  Engineering  and  Information  Technology;Non-profit;Academic  /  Education;India;?;?;?;?;Educational  mission  and  demonstrating  PocketQube  technologies.;?;?;['https://dl.airtable.com/.attachments/4a604313d1a717b45aa701ecea3adfcb/bf8e2c67/BELIEFSAT.jpg']
BurkinaSat-1;CubeSat;1U;not  launched,  expected  in  2023;?;?;?;?;Norbert-Zongo  University;University;Academic  /  Education;Burkina  Faso;?;?;?;?;An  Earth  observation  nanosatellite. 
                                        ;?;?;[]
CubeSOTA;CubeSat;6U;not  launched,  expected  in  2023;?;?;?;?;University  of  Tokyo;University;Academic  /  Education;Japan;?;?;?;?;10  Gbit/s  lasercom  terminal  for  intersatellite  links  with  GEO  and  downlinks  to  ground.;?;Laser  transmitter;[]
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
Helios  (SIRION  Pathfinder);CubeSat;6U;?;?;?;?;?;Helios  Wire;Company;Commercial;US;AIVT  by  ?;?;?;?;Commercial  constellation  for  IoT/M2M.;?;?;['https://dl.airtable.com/jYDI2Y3bTqeosUupGVX0_helios_sirion_pathfinders.jpg']
INNOcube;CubeSat;3U;not  launched,  expected  in  2023;?;?;?;?;University  of  Würzburg;University;Academic  /  Education;Germany;?;?;?;?;Demonstrate  structure  that  can  store  energy  and  ultra-broadband  radio  that  does  not  require  internal  cabling.;?;?;['https://dl.airtable.com/.attachments/d16f2043052cc257d8131b10a637deb3/8106b3fc/INNOcube_2.jpg',  'https://dl.airtable.com/.attachments/4337a76f030a20116c7bf262b6559319/fae27c10/INNOcube.jpg']
IonSat  (Ion-Sat);CubeSat;6U;not  launched,  expected  in  2023;?;?;?;?;Ecole  Polytechnique;University;Academic  /  Education;France;?;?;?;?;Demonstrate  iodine  thruster  developed  by  ThrustMe.;?;Propulsion;['https://dl.airtable.com/.attachments/c718fc61b4e0a65c7f792c9c65142aae/883704e5/IonSat_3.png',  'https://dl.airtable.com/.attachments/abba076cba31d9a930ca47d82674007c/e1e0987f/IonSat_2.png',  'https://dl.airtable.com/.attachments/4911054cb18aadf90add7a358cc3d78d/dc584e80/IonSat.png']
KufaSat;CubeSat;1U;not  launched,  expected  in  2023;?;?;?;?;University  of  Kufa;University;Academic  /  Education;Iraq;?;?;?;?;Remote  sensing  and  imaging. 
                                        ;?;?;['https://dl.airtable.com/.attachments/a9706c9f2983000a74a427e40d061486/a94f0ca2/B.jpg']
M-ARGO  (Miniaturised  Asteroid  Remote  Geophysical  Observer);CubeSat;12U;not  launched,  expected  in  2023;?;?;?;?;ESA;Space  agency;Government  (Civil  /  Military);Europe;AIVT  by  GomSpace;?;?;$450,000  for  Phase-A;Rendezvous  with  an  asteroid  and  characterise  the  physical  properties.;?;Propulsion,  Beyond  Earth  orbit,  Steerable  Solar  Arrays;['https://dl.airtable.com/.attachments/6f80202939f6a326926974f81960c110/8baab6e7/TICRA_M-Argo.jpg',  'https://dl.airtable.com/.attachments/afa88268e1ddd22ab7df8f94749a8dcf/f8d48e33/M-ARGO.png',  'https://dl.airtable.com/1zXLtYvOTCsdmR1eNMcN_M_ARGO.jpg']
METEOR  (METEORIX);CubeSat;3U;not  launched,  expected  in  2023;?;?;?;?;Université  Pierre  et  Marie  Curie;University;Academic  /  Education;France;?;?;?;?;Detect  and  characterize  meteors  by  UV  photometry  and  spectroscopy. 
                                        ;?;?;['https://dl.airtable.com/.attachments/0df4887f8194fe99e15a0753139de6c4/85174bc1/Meteorix.gif']
PilsenCube2;CubeSat;1U;not  launched,  expected  in  2023;?;?;?;?;University  of  West  Bohemia;University;Academic  /  Education;Czech;?;?;?;?;Demonstrating  Timepix-based  hodoscope  for  cubesat  applications  for  detecting  passing  charged  particles.;?;?;[]
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
REC;CubeSat;3U;?;?;?;?;?;SatRevolution;Company;Commercial;Poland;AIVT  by  SatRevolution;SatRevolution;?;?;Provide  imaging  with  spatial  resolution  below  1m  in  the  smallest  time  intervals  for  Poland.  
                                        ;?;?;['https://dl.airtable.com/.attachments/afce9eafa5247282fa2d026e9da20895/c27643ab/SatRevolution-REC.png',  'https://dl.airtable.com/.attachments/436ba1b8fafae8890714d595c142d8ff/edadd846/SatRevolution-REC_2.png']
